what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865115218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865115359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865117984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865118125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865135812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865166406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865169640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865173578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865174890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326865176140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865176828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865179015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865182281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326865184171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865184906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865187140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326865190484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865190984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865196390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865205000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865205546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326865207671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865208171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865232500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326865237828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865254046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326865266453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865266781
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865273359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1326865275968
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326865286125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865286406
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865302843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326865305953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326865307078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865313765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865313906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865316890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865317093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865320453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865320593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865326312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865326437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865333531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865333859
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326865349140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865349406
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326865407625
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326865409078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865435218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865436109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865438328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865440109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326865452000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865452218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865456453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865458765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865471265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865474375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865480843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865480843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865480953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865485812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865498562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865499703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326865499718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865512671
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1326865530421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865569875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865588437
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865597687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865600390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326865600390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865602703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865608578
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865608937
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865609828
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865610500
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865611562
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865612234
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865612562
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865614656
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865615375
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1326865615906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865616921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326865616953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865624640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326865707921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326865711203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865726484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865726750
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326865729578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326865799765
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326865801421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326865804531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865858531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865858531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865858640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865865343
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865887171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326865894156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865896453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865897031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865913781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865934421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865945093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326865945109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865947062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326865948750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326865950468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865960812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865960812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865960937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326865966562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865984046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326865990062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326865993265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326866006031
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326866008203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326866022109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326866043875
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326866045734
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326866047453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326866053734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326866062906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326866065281
